stop_id,stop_code,stop_name,stop_lat,stop_lon
900221,99306,LUCILE AVE SW @ MUSE ST SW,33.742374,-84.433716
900222,99308,LUCILE AVE SW @ MUSE ST SW,33.742096,-84.433807
900223,99310,LUCILE AVE SW @ ALTOONA PL SW,33.742546,-84.43499
900135,99314,LUCILE AVE SW @ MATHEWSON PL SW,33.742775,-84.43615
900138,99320,RALPH D ABERNATHY BLVD @ WELLINGTON ST SW,33.744278,-84.43866
900139,99322,RALPH D ABERNATHY BLVD @ WELLINGTON ST,33.74432,-84.43911
900140,99326,CASCADE AVE SW@CASCADE CIR SW,33.726612,-84.444778
900141,99328,CASCADE AVE SW@KENMORE ST SW,33.727116,-84.444054
900142,99330,CASCADE AVE SW @ ORLANDO ST SW,33.727827,-84.443085
900143,99332,CASCADE AVE SW @ MAYFLOWER AVE SW,33.72868,-84.441727
900147,99358,CASCADE AVE SW@ALLEGHENY ST SW,33.734879,-84.436554
101044,101044,FAIR ST SW @ JAMES P BRAWLEY DR SW,33.749168,-84.413086
101046,101046,FAIR ST SW@MILTON ST SW,33.749146,-84.414597
210825,99971058,MORRIS RD@WEBB RD,34.097533,-84.259588
210826,99971059,WEBB RD@DEERFIELD PKWY,34.098037,-84.264185
101069,101069,MARTIN LUTHER KING J DR @ JOSEPH E LOWERY BLVD ,33.754678,-84.417739
100096,100096,LUCILE AVE SW @ LAWTON ST SW,33.742065,-84.423462
100098,100098,LUCILE AVE SW @ LAWTON ST SW,33.742169,-84.422714
100100,100100,LUCILE AVE SW @ PEEPLES ST SW,33.741464,-84.420484
100102,100102,LUCILE AVE SW @ ATWOOD ST SW,33.742378,-84.428787
100114,100114,JOSEPH E LOWERY BLVD@SELLS AVE SW,33.745314,-84.41729
100115,100115,JOSEPH E LOWERY BLVD@WESTVIEW DR SW,33.74634,-84.417334
210827,99971057,MORRIS RD@WEBB RD,34.097408,-84.259534
210828,99971060,DEERFIELD PKWY@THREE VERIZON PLACE,34.095632,-84.268347
100124,100124,MARTIN LUTHER KING J DR SW@CERRO ST,33.753645,-84.42959
100126,100126,MARTIN LUTHER KING J DR SW@BURBANK ,33.753596,-84.427961
100128,100128,MARTIN LUTHER KING J@STAFFORD ST,33.75316,-84.4267
100130,100130,MARTIN LUTHER KING J@STAFFORD ST,33.753626,-84.426592
100132,100132,MARTIN LUTHER KING J@MORRIS BROW,33.753383,-84.425482
100134,100134,MARTIN LUTHER KING J@MORRIS BROW,33.753804,-84.425511
100136,100136,MARTIN LUTHER KING J@HUNTER PL N,33.754194,-84.423901
100137,100137,MARTIN LUTHER KING J DR @ WHITEHOUSE DR,33.754709,-84.41994
100138,100138,MARTIN LUTHER KING J@HUNTER PL,33.754431,-84.423892
100142,100142,MARTIN LUTHER KING J@BOOKER ST,33.754742,-84.420372
100038,100038,FAIR ST SW@AGNES JONES PL SW,33.748981,-84.420273
100040,100040,FAIR ST SW@JOSE ST SW,33.74892,-84.421694
100042,100042,FAIR ST SW@LAWTON ST SW,33.749344,-84.423011
100043,100043,FAIR ST SW@SAINT JOSE ST SW,33.749272,-84.421726
100044,100044,FAIR ST SW@EUHRLEE ST SW,33.749027,-84.416145
100045,100045,FAIR ST SW@AGNES JONES PL SW,33.749162,-84.420461
100046,100046,JOSEPH E LOWERY BLVD@MITCHELL ST SW,33.753431,-84.417326
100048,100048,JOSEPH E LOWERY BLVD @ MARTIN L KING JR DR,33.754524,-84.417346
100050,100050,MARTIN LUTHER KING J@CHICAMAUGA AVE,33.753472,-84.432261
100052,100052,MARTIN LUTHER KING J DR SW@CERRO ST,33.753285,-84.42994
100054,100054,MARTIN LUTHER KING J DR SW@BURBANK ,33.753227,-84.428271
100058,100058,HOLDERNESS ST SW@FAIR ST SW,33.748933,-84.426351
100060,100060,FAIR ST SW@HOLDERNESS ST SW,33.749299,-84.4263
100061,100061,HOLDERNESS ST SW@WESTVIEW DR SW,33.747532,-84.426611
100082,100082,LUCILE AVE SW @ DARGAN PL SW,33.742378,-84.425133
100084,100084,LUCILE AVE SW @ HOPKINS ST SW,33.74237,-84.43048
100086,100086,LUCILE AVE SW @ LANGHORN ST SW,33.742336,-84.432297
100088,100088,LUCILE AVE SW @ HOPKINS ST SW,33.742174,-84.430404
100090,100090,LUCILE AVE SW @ ATWOOD ST SW,33.742107,-84.429085
100092,100092,LUCILE AVE SW @ HOLDERNESS ST SW,33.742058,-84.427368
100094,100094,LUCILE AVE SW @ DARGAN PL SW,33.742073,-84.424644
101022,101022,FAIR ST SW@LAWSHE ST SW,33.749532,-84.410933
101024,101024,FAIR ST SW @ JAMES P BRAWLEY DR SW,33.749556,-84.412599
101026,101026,FAIR ST SW@MILTON ST SW,33.749457,-84.414271
101030,101030,PETERS ST SW@FAIR ST SW,33.748085,-84.401161
101031,101031,FAIR ST SW@PETERS ST SW,33.74805,-84.40144
101032,101032,FAIR ST SW@WALKER ST SW,33.748478,-84.402795
101036,101036,FAIR ST SW@WALNUT ST SW,33.74902,-84.406578
101038,101038,FAIR ST SW@VINE ST SW,33.749146,-84.407845
100062,100062,HOLDERNESS ST SW@WESTVIEW DR SW,33.747425,-84.426987
100063,100063,WESTVIEW DR SW@LANGHORN ST SW,33.747154,-84.427994
100064,100064,WESTVIEW DR SW@LANGHORN ST SW,33.747539,-84.427968
100065,100065,WESTVIEW DR SW@ATWOOD ST SW,33.747612,-84.428839
100066,100066,WESTVIEW DR SW@ATWOOD ST SW,33.747192,-84.429146
100067,100067,WESTVIEW DR SW@HOPKINS ST SW,33.747636,-84.430851
100068,100068,WESTVIEW DR SW@HOPKINS ST SW,33.747242,-84.431259
100069,100069,WESTVIEW DR SW@CHICAMAUGA AVE SW,33.747691,-84.431993
100070,100070,WESTVIEW DR SW@CHICAMAUGA AVE SW,33.74728,-84.432335
100071,100071,WESTVIEW DR SW@1403,33.747707,-84.433192
100072,100072,WESTVIEW DR@1403,33.747334,-84.433228
100074,100074,LUCILE AVE SW @ JOSEPH E LOWERY BLVD,33.742268,-84.418137
100076,100076,LUCILE AVE SW @ PEEPLES ST SW,33.742294,-84.420334
100078,100078,LUCILE AVE SW @ LAWTON ST SW,33.742287,-84.422523
100080,100080,LUCILE AVE SW @ LAWTON ST SW,33.742287,-84.423462
900148,99368,CASCADE AVE@RALPH DAVID ABERNATH BL,33.738846,-84.43351
900149,99370,CASCADE AVE SW@WESTWOOD AVE SW,33.738052,-84.435448
900150,99372,CASCADE AVE@OGLETHORPE AVE,33.736752,-84.436119
900151,99374,CASCADE AVE SW@OLYMPIAN WAY SW,33.735374,-84.436745
900152,99382,CASCADE AVE SW@MONTREAT AVE SW,33.730663,-84.440208
900153,99386,CASCADE AVE SW@ALTADENA PL SW,33.72963,-84.441216
900154,99388,CASCADE AVE SW@MAYFLOWER AVE SW,33.729071,-84.441931
900155,99389,CASCADE AVE@CASCADE TER,33.728046,-84.443521
900156,99402,RALPH D ABERNATHY BLVD @ 1701,33.747982,-84.44281
900157,99403,RALPH D ABERNATHY BLVD @ WESTVIEW DR,33.746922,-84.441505
900158,99404,RALPH D ABERNATHY BLVD @ LAUREL AVE,33.746067,-84.440971
900163,99426,BEECHER RD SW@SHIRLEY ST SW,33.734013,-84.453041
900164,99438,RALPH D ABERNATHY BLVD @ W ONTARIO AVE SW,33.745063,-84.439392
900169,99456,BEECHER ST SW@BEECHER CT SW,33.733524,-84.44796
900170,99457,BEECHER ST SW@KENNOLIA DR SW,33.733685,-84.448907
900171,99458,BEECHER ST SW@SHIRLEY ST SW,33.733265,-84.450996
900172,99360,CASCADE AVE SW@COPELAND AVE SW,33.735779,-84.436134
900173,99362,CASCADE AVE SW@OGLETHORPE AVE SW,33.736633,-84.435768
900174,99364,CASCADE AVE SW@DONNELLY AVE SW,33.737782,-84.43531
900175,99366,CASCADE AVE @ RALPH D ABERNATHY BLVD,33.738522,-84.433624
900176,99376,CASCADE AVE SW@BEECHER ST SW,33.734173,-84.437241
900177,99378,CASCADE AVE SW@BEECHER ST SW,33.733448,-84.437675
900178,99380,CASCADE AVE SW@WESTHAVEN DR SW,33.732388,-84.438492
900179,99381,CASCADE AVE SW@RICHLAND RD ,33.731729,-84.439294
900180,99392,CASCADE AVE SW@CASCADE CIR SW,33.72673,-84.44529
900181,99394,CASCADE AVE SW@EASTRIDGE RD SW,33.725872,-84.446518
900182,99396,ANDERSON AVE @ 93,33.75232,-84.445906
900183,99400,RALPH D ABERNATHY BLVD @ W LAKE AVE,33.749902,-84.444449
900187,99430,BEECHER RD SW@BEECHER CIR SW,33.7334,-84.457216
900188,99432,RALPH D ABERNATHY BLVD @ 1701,33.748299,-84.442444
900189,99434,RALPH D ABERNATH BLVD @ WESTVIEW DR SW,33.747078,-84.441345
900190,99436,RALPH D ABERNATHY BLVD @ LAUREL AVE SW,33.746109,-84.440475
900195,99459,GORDON ST SW @ ALVARADO TER SW,33.734448,-84.447198
900196,99460,BEECHER RD SW@SHIRLEY ST SW,33.733662,-84.453568
900198,99463,BEECHER RD SW@HIGHVIEW RD SW,33.727917,-84.462236
900199,99473,AARON ST@PENELOPE RD,33.753724,-84.451602
900200,99475,ANDERSON AVE @ MARTIN LUTHER KING J D,33.750854,-84.446236
900201,99477,WESTWOOD AVE@WILLARD AVE,33.73835,-84.438042
900202,99479,RALPH D ABERNATHY BLVD @ W ONTARIO AVE,33.745007,-84.439812
900203,99464,BEECHER RD SW@HIGHVIEW RD SW,33.732307,-84.458488
900204,99465,GORDON ST SW@ROGERS AVE SW,33.737172,-84.446688
900205,99466,BEECHER RD SW@BEECHER CIR ,33.733028,-84.456985
900206,99467,BEECHER RD SW@RECTOR DR SW,33.733307,-84.456342
900207,99481,BEECHER RD@BEECHER CIR,33.730915,-84.460136
900208,99496,LUCILE AVE @ RALPH D ABERNATHY BLVD,33.742935,-84.437271
100017,100017,W END AVE SW @ WELLBORN ST SW,33.744304,-84.415499
100022,100022,W END AVE SW @ ASHBY ST SW,33.744724,-84.417207
100024,100024,JOSEPH E LOWERY BLVD @ FAIR ST SW,33.749024,-84.417337
100026,100026,JOSEPH E LOWERY BLVD@PARSONS ST SW,33.75063,-84.417277
100028,100028,JOSEPH E LOWERY BLVD@BECKWITH ST SW,33.752027,-84.417322
100030,100030,FAIR ST SW@EUHRLEE ST SW,33.749485,-84.415922
100032,100032,FAIR ST SW@OGDEN ST SW,33.749476,-84.416734
100035,100035,FAIR ST SW @ JOSEPH E LOWERY BLVD,33.748924,-84.417769
900209,99334,CASCADE AVE SW@PINEVIEW TER SW,33.729683,-84.440666
900210,99336,CASCADE AVE SW@MONTREAT AVE SW,33.73032,-84.440056
900211,99338,CASCADE AVE SW@RICHLAND RD SW,33.731194,-84.439178
900212,99340,CASCADE AVE SW@WESTHAVEN DR SW,33.731964,-84.438454
100036,100036,FAIR ST SW@ABBOTT ST SW,33.748959,-84.419167
133028,133028,FAIRINGTON RD @ TIBURON DR,33.70224,-84.148796
159334,159334,ZIP INDUSTRIAL BLVD@SOUTHSIDE INDU,33.653275,-84.389267
175008,175008,ROOSEVELT HWY@FELDWOOD RD,33.614059,-84.517288
175010,175010,ROOSEVELT HWY@FELDWOOD RD,33.613003,-84.519707
175012,175012,ROOSEVELT HWY@WELCOME ALL RD SW,33.611093,-84.523496
175014,175014,ROOSEVELT HWY@BEN HILL RD,33.621288,-84.505638
151100,151100,STONEWALL DR SE@OHARA PL SE,33.691674,-84.356434
101040,101040,FAIR ST SW@ELM ST SW,33.749191,-84.409325
101042,101042,FAIR ST SW@JOHN HOPE DR SW,33.749192,-84.410651
151109,151109,VALLEY VIEW RD SE@1086,33.691437,-84.352416
151122,151122,FORREST PARK RD SE@STONEWALL DR SE,33.691174,-84.360352
151124,151124,FORREST PARK RD SE@MIDWAY ST SE,33.689859,-84.360329
158244,158244,SYLVAN RD@CHERYL DR,33.67722,-84.41872
158246,158246,SYLVAN RD@FREDELL PL,33.67918,-84.418526
158248,158248,SYLVAN RD @ CLEVELAND AVE,33.680786,-84.418488
159336,159336,ZIP INDUSTRIAL BLVD SE@3720,33.654934,-84.389046
159338,159338,ZIP INDUSTRIAL BLVD SE@3600,33.656818,-84.385529
159340,159340,ZIP INDUSTRIAL BLVD SE@3550,33.658184,-84.383408
175016,175016,ROOSEVELT HWY@ORCHARD DR,33.62033,-84.50777
159342,159342,ZIP INDUSTRIAL BLVD SE@BROWNS MILL ,33.660477,-84.384552
159344,159344,HAMILTON BLVD@3400,33.663052,-84.385826
175018,175018,ROOSEVELT HWY@DELANO RD,33.618226,-84.510975
175020,175020,ROOSEVELT HWY@DELANO RD,33.61382,-84.517232
175022,175022,ROOSEVELT HWY@FELDWOOD RD,33.612418,-84.520195
175024,175024,ROOSEVELT HWY@WELCOME ALL RD,33.610588,-84.523796
176012,176012,WASHINGTON RD@SPRING ST,33.624908,-84.492409
176014,176014,WASHINGTON RD@ROOSEVELT HWY,33.623608,-84.492477
176016,176016,ROOSEVELT HWY@STANSELL RD,33.622707,-84.494415
176018,176018,ROOSEVELT HWY@MILLER RD,33.622429,-84.497551
151130,151130,REBEL FOREST DR SE@FORREST PARK RD,33.688134,-84.360042
151132,151132,REDFORD DR SE@FORREST PARK RD SE,33.688624,-84.359816
151134,151134,REDFORD DR SE@955,33.688451,-84.35811
151144,151144,REDFORD DR SE@REBEL FOREST DR SE,33.686264,-84.355156
158258,158258,S CENTRAL AVE @ PERKINS ST,33.658089,-84.408044
158260,158260,S CENTRAL AVE @ FULTON AVE,33.658646,-84.408952
900224,99312,LUCILE AVE SW @ ALTOONA PL SW,33.742336,-84.435295
128020,128020,FLINTWOOD DR SE@FLAGSTONE DR ,33.71035,-84.31503
128030,128030,BRANNEN RD SE@2190,33.715183,-84.315422
128032,128032,BRANNEN RD SE@2154,33.71506,-84.31747
128034,128034,BRANNEN RD SE@FLAGSTONE DR ,33.71483,-84.31927
128036,128036,BRANNEN RD SE@ROCKCLIFF RD ,33.71486,-84.32018
128048,128048,BOULDERCREST DR @ FAYETTEVILLE RD,33.719403,-84.330026
129954,129954,HABERSHAM DR@GREYSTONE WAY,33.725023,-84.288184
129956,129956,FLAT SHOALS RD@SHAWN WAYNE CT,33.720165,-84.311951
129958,129958,FLAT SHOALS RD@SHAWN WAYNE CT,33.720492,-84.311699
130012,130012,MIRIAM LN @ VALLEY RIDGE DR,33.72024,-84.26806
130016,130016,MIRIAM LN@2658,33.72026,-84.27142
133015,133015,FAIRINGTON RD @ CHUPP WAY,33.701894,-84.147674
133016,133016,HILLANDALE DR @ FAIRINGTON RD,33.703789,-84.145561
133018,133018,FAIRINGTON RD @ WALMART DR,33.701315,-84.170042
133020,133020,HILLANDALE DR@6136,33.705959,-84.140274
138098,138098,PRYOR RD SW@THORNTON ST SW,33.711675,-84.393469
138100,138100,LAKEWOOD AVE@SHADYDALE AVE,33.701912,-84.385002
138102,138102,LAKEWOOD AVE@CLAIRE DR,33.705212,-84.380524
138104,138104,LAKEWOOD AVE@ADAIR AVE,33.706348,-84.380363
139004,139004,LAKEWOOD AVE SE@CLAIRE DR SE,33.70525,-84.380257
139006,139006,LAKEWOOD AVE SE@ADAIR AVE SE,33.705954,-84.379953
139008,139008,JONESBORO RD SE@JORDAN ST SE,33.703739,-84.37793
139010,139010,BROWNS MILL RD SE@LAQUITA DR SE,33.702621,-84.376839
128022,128022,VICKI LN SE@FLAGSTONE DR ,33.71096,-84.31459
128024,128024,VICKI LN SE@1897,33.71109,-84.31281
128026,128026,WELLAND AVE SE@BRANNEN RD ,33.715246,-84.311805
128028,128028,BRANNEN RD SE@BOULDER RD ,33.715591,-84.312988
128038,128038,BRANNEN RD SE@DIANNE CT ,33.715348,-84.323213
128042,128042,BRANNEN RD SE@CECILIA DR ,33.71745,-84.32563
129960,129960,FLAT SHOALS RD@WOODCASTLE LN,33.721577,-84.315237
130002,130002,KENNARD LN@GREEN FORREST DR,33.726035,-84.259345
130004,130004,GREEN FORREST DR@GAY,33.722939,-84.259295
130019,130019,VALLEY RIDGE DR @ CANDLER RD,33.720296,-84.275998
130020,130020,MIRIAM LN@2700,33.72032,-84.27299
133038,133038,PANOLA RD @ SNAPFINGER PARK DR,33.704622,-84.169788
133040,133040,PANOLA RD@HILLANDALE DR,33.705918,-84.169331
133042,133042,SNAPFINGER WOODS DR@PANOLA RD,33.709248,-84.168457
158308,158308,CLEVELAND AVE SW@786,33.680996,-84.413864
158316,158316,CLEVELAND AVE SW@BEELER DR SW,33.681263,-84.401062
158318,158318,CLEVELAND AVE SW@THIRD AVE ,33.68127,-84.40239
158320,158320,CLEVELAND AVE SW@DEARWOOD DR SW,33.681347,-84.404943
158322,158322,CLEVELAND AVE SW@METROPOLITAN PKY S,33.681346,-84.407551
159410,159410,HUTCHENS RD@KATOMARICK DR,33.667904,-84.363779
176040,176040,WASHINGTON RD@ROOSEVELT HWY,33.623238,-84.492142
176042,176042,WASHINGTON RD@SPRING ST,33.624772,-84.491913
176046,176046,WASHINGTON RD@4510,33.632606,-84.492051
176048,176048,WASHINGTON RD@SPANISH TRL,33.63341,-84.492124
151156,151156,CONSTITUTION RD@FORREST PARK RD,33.693232,-84.359593
164008,164008,OLD FAIRBURN RD @ SOMERSET TRL,33.663447,-84.527261
132120,132120,SNAPFINGER WOODS DR@LANTRAC CT,33.709397,-84.176067
133002,133002,SNAPFINGER WOODS DR@PANOLA RD,33.709064,-84.170387
133004,133004,SNAPFINGER WOODS DR@PANOLA RD,33.708759,-84.168686
133006,133006,PANOLA RD @ PANOLA INDUSTRIAL BLVD,33.707134,-84.169258
164010,164010,FAIRBURN RD @ LANDING SOUTH DR,33.664308,-84.520998
164014,164014,FAIRBURN RD SW @ WELCOME ALL RD ,33.664104,-84.523453
132118,132118,SNAPFINGER WOODS DR@PARK CENTRAL B,33.709314,-84.173753
133008,133008,PANOLA RD@SNAPFINGER PARK DR,33.705357,-84.169937
133012,133012,FAIRINGTON RD@PANOLA RD,33.700771,-84.171211
133014,133014,FAIRINGTON RD @ TIBURON DR,33.701958,-84.149086
133022,133022,HILLANDALE DR@SOMERSET PKWY,33.70594,-84.14222
151168,151168,CONSTITUTION RD@1415,33.688805,-84.333584
151170,151170,CONSTITUTION RD@1411,33.689189,-84.333423
151172,151172,CONSTITUTION RD@1490,33.689214,-84.331858
151174,151174,CONSTITUTION RD@1415,33.688718,-84.331884
158284,158284,WILLINGHAM DR @ PENNSYLVANIA ST,33.666717,-84.432089
158286,158286,CLEVELAND AVE@RANDALL ST,33.679523,-84.433418
158288,158288,CLEVELAND AVE@BAYARD ST,33.679523,-84.432091
158309,158309,CLEVELAND AVE@CHERYL DR,33.681629,-84.41743
158310,158310,CLEVELAND AVE SW@METROPOLITAN PKY S,33.68118,-84.40826
158312,158312,CLEVELAND AVE SW@DEARWOOD DR SW,33.680962,-84.40522
158314,158314,CLEVELAND AVE SW@3RD AVE SW,33.680908,-84.403023
151102,151102,STONEWALL DR SE@CONSTITUTION RD SE,33.692631,-84.356697
133024,133024,FAIRINGTON RD@HILLANDALE DR,33.703941,-84.145889
138094,138094,JOYLAND ST SW@BOOKER ST SW,33.71212,-84.39764
138106,138106,JONESBORO RD@LAKEWOOD AVE,33.707535,-84.38015
138350,138350,METROPOLITAN PKY SW@STEVE DR SW,33.675796,-84.40845
210001,99970343,S STONE MNT LITHONIA RD @ WELLS CIR,33.780879,-84.161423
139012,139012,BROWNS MILL RD SE@ADELLE ST SE,33.700588,-84.376038
139014,139014,BROWNS MILL RD SE@2039 ,33.69847,-84.3749
128018,128018,ROLLINGWOOD LN SE@FLINTWOOD DR ,33.70998,-84.312332
210003,99970346,S STONE MTN LITHONIA RD @ SHADOW ROCK DR,33.771734,-84.16303
122232,122232,CASCADE AVE SW@1120,33.725174,-84.447176
122234,122234,CASCADE AVE SW@1155,33.723957,-84.449219
122238,122238,CASCADE AVE SW@CASCADE CIR SW,33.723446,-84.450089
111020,111020,STONE MOUNTAIN LITHO RD@2399,33.736045,-84.116627
159364,159364,JONESBORO RD @ CONLEY RD,33.64929,-84.36574
159370,159370,CLEVELAND AVE SW@72,33.68129,-84.39094
176002,176002,WASHINGTON RD@CARMEL DR,33.639038,-84.491898
176004,176004,WASHINGTON RD@SPANISH TRL,33.633644,-84.492561
176006,176006,WASHINGTON RD@4555,33.632595,-84.492561
176010,176010,WASHINGTON RD@HATHCOCK RD,33.626907,-84.492203
210375,99970585,E LAKE DR @ 2ND AVE,33.759879,-84.310329
210376,99970588,E LAKE DR @ 3RD AVE,33.759646,-84.30835
210377,99970589,E LAKE DR @ OAKVIEW RD,33.759511,-84.303534
151138,151138,REBEL FOREST DR SE@NATHAM DR SE,33.687351,-84.357299
158252,158252,N CENTRAL AVE @ LAVISTA DR,33.65489,-84.40198
158282,158282,WILLINGHAM DR @ BACHELOR AVE,33.666288,-84.430785
159382,159382,ZIP INDUSTRIAL BLVD@3675,33.656252,-84.386809
159384,159384,OLD HAPEVILLE RD@CLEVELAND AVE,33.679839,-84.393117
159390,159390,BROWNS MILL RD@OAK DR,33.667715,-84.380405
159392,159392,CLEVELAND AVE@445,33.680699,-84.375078
210482,99970713,S INDIAN CREEK DR@INDIAN CREEK CIR,33.750783,-84.220374
210589,99970818,BROWNS MILL RD@ SPRINGSIDE DR,33.676312,-84.384272
176036,176036,ROOSEVELT HWY@MILLER RD,33.622224,-84.49773
176038,176038,ROOSEVELT@STANSELL RD,33.622491,-84.494702
151176,151176,ISA DR@PHILLIPS DR,33.700285,-84.354022
151178,151178,ISA DR@AKRON DR,33.700243,-84.352756
158303,158303,METROPOLITAN PKWY @ OLD JONESBORO RD,33.677004,-84.408742
158306,158306,CLEVELAND AVE SW@SPRINGDALE RD SW,33.681389,-84.414536
109038,109038,HAIRSTON RD@BIG VALLEY RD,33.741003,-84.195957
115006,115006,PRYOR ST SW@GLENN ST SW,33.738018,-84.394943
115016,115016,PRYOR ST SW @ DOANE ST SW,33.730912,-84.393095
115018,115018,PRYOR ST SW@DOANE ST SW,33.731134,-84.39275
115038,115038,COOPER ST SW@BASS ST SW,33.73577,-84.39719
115040,115040,COOPER ST SW@LOVE ST SW,33.734595,-84.397312
118036,118036,FULTON INDUSTRIAL BLVD@6095,33.713367,-84.58845
122130,122130,ALISON CT@PLAZA LN SW,33.700378,-84.453201
122132,122132,ALISON CT@1935,33.699852,-84.451515
109012,109012,COVINGTON HWY@HAIRSTON RD,33.730289,-84.193184
109014,109014,COVINGTON HWY@HIDDEN CHASE,33.728175,-84.189072
109015,109015,COVINGTON HWY@HIDDEN CREEK DR,33.727361,-84.186858
109016,109016,COVINGTON HWY@HIDDEN CHASE,33.728367,-84.188797
109026,109026,HAIRSTON RD@WHITE OAK TRL,33.751067,-84.19737
109028,109028,S HAIRSTON RD @ BISHOP MING BLVD,33.73758,-84.194371
109030,109030,S HAIRSTON RD@WOODWAY DR,33.737235,-84.193899
109032,109032,HAIRSTON RD@MERCER RD,33.753111,-84.197321
115024,115024,CENTRAL AVE SW@GLENN ST SW,33.738284,-84.393333
115034,115034,WINDSOR ST SW@RICHARDSON ST SW,33.740773,-84.398288
115036,115036,WINDSOR ST SW@CRUMLEY ST SW,33.73951,-84.39844
118040,118040,FULTON IND BLVD @ TRADEWATER PKY,33.710708,-84.591185
118050,118050,FULTON INDUSTRIAL BLVD@PLUMMER RD,33.720752,-84.585061
118052,118052,FULTON INDUSTRIAL BLVD@BOAT ROCK R,33.725821,-84.582613
122146,122146,STANTON RD@PHILLIPS CT,33.703854,-84.44471
122150,122150,STANTON RD@LAKE AVE SW,33.705906,-84.443756
122152,122152,STANTON RD@LESLIE AVE,33.707214,-84.443726
118090,118090,FULTON INDUSTRIAL BLVD@RIVERSIDE D,33.712143,-84.589746
122140,122140,STANTON RD@FORT VALLEY DR,33.702141,-84.446875
122142,122142,STANTON RD@MCCLELLAND AVE,33.702557,-84.446198
122144,122144,STANTON RD@HAWTHORNE TRL,33.703577,-84.444992
122154,122154,STANTON RD@MARCEL AVE,33.708378,-84.44371
122156,122156,STANTON RD@1600,33.709278,-84.443565
122158,122158,STANTON RD@CAMPBELLTON RD,33.710693,-84.44355
122160,122160,CASCADE AVE SW@1154,33.723618,-84.449188
122174,122174,VENETIAN DR SW@ALDER LN SW,33.714737,-84.448578
109040,109040,HAIRSTON RD@BIG VALLEY RD,33.74068,-84.195397
109042,109042,HAIRSTON RD@BIRCH RIDGE TRL,33.74792,-84.196685
109044,109044,HAIRSTON RD@BIRCH RIDGE TRL,33.748276,-84.197165
110002,110002,S STONE MOUNTAIN LITHONIA RD @ SHADOW ROCK DR,33.74622,-84.138809
110004,110004,S STONE MOUNTAIN LITHONIA RD @ WELLBORN RD,33.746738,-84.140968
110006,110006,REDAN RD @ DUREN FARMS DR,33.747307,-84.14546
111022,111022,S STONE MOUNTAIN LITHONIA RD @ 2399,33.736365,-84.116209
111030,111030,STONE MOUNTAIN LITHO RD@LITHONIA IN,33.73502,-84.11556
112174,112174,OAK ST SW @ JOSEPH E LOWERY BLVD,33.740563,-84.417895
113004,113004,OGLETHORPE AVE SW@GORDON PL SW,33.736003,-84.418995
115130,115130,GEORGIA AVE SE@AMI ST SE,33.737075,-84.382117
115138,115138,WINDSOR ST SW@RICHARDSON ST SW,33.740486,-84.398117
115140,115140,WINDSOR ST SW@CRUMLEY ST SW,33.739212,-84.398117
115152,115152,COOPER ST@HENDRIX AVE,33.73241,-84.397018
115154,115154,HENDRIX AVE SW@PRYOR ST ,33.732317,-84.393802
